11,18,목,686,138,27,21,500,취나물밥,청양된장찌개,오징어제육볶음,참나물무생채,107
11,19,금,686,193,27,25,441,미니,잔치국수,왕만두,아삭고추된장무침,67
11,22,월,685,166,27,16,476,차조밥,얼큰콩나물국,매콤닭갈비볶음,콘치즈오븐구이,149
11,23,화,684,147,27,19,491,완두콩밥,북어미역국,브로콜리카레소스,피쉬앤칩스,136
11,24,수,684,129,27,14,514,김치볶음밥,미소된장국,갈릭마요미트볼,스크램블에그,116
11,25,목,684,125,27,13,519,강낭콩밥,홍합어묵탕,제육볶음,한식잡채,91
11,26,금,684,170,27,25,462,잡곡밥,소고기국밥,오징어부추전,도토리묵무침,55
11,29,월,684,171,27,21,465,차조밥,시락국,제육김치볶음,멸치견과류조림,145
11,30,화,684,145,27,17,495,흑미밥,떡만두국,치킨까스샐러드,사각어묵볶음,156
12,01,수,684,125,28,20,511,쌀밥,들깨미역국,나물비빔밥,돈육장조림,101
12,02,목,684,130,28,16,510,강낭콩밥,돈육김치찌개,비엔나떡볶음,깻잎멸치조림,100
12,03,금,684,200,28,41,415,훈제오리볶음밥,얼큰어묵국,로제떡볶이,단무지무침,73
12,06,월,693,147,28,16,502,차조밥,바지락무국,제육볶음,양념오뎅,169
12,07,화,692,111,28,13,540,쌀밥,파송송계란국,마파두부,맛쵸킹탕수육,135
12,08,수,691,129,28,9,525,강낭콩밥,맑은콩나물국,야채찜닭,우엉땅콩조림,109
12,09,목,691,125,28,22,516,흑미밥,참치김치찌개,야채고로케,맛살계란찜,112
12,10,금,690,199,28,33,430,미니밥,칼국수,단호박,찐만두,75
12,13,월,690,164,28,22,476,차조밥,얼큰소고기국,브로콜리비엔나볶음,우엉부추강정,155
12,14,화,690,144,28,14,504,검정콩밥,오징어콩나물국,제육두루치기,고구마맛탕,157
12,15,수,689,133,28,17,511,닭갈비볶음밥,모듬어묵국,오징어까스,그린샐러드,110
12,16,목,689,150,28,18,493,강낭콩밥,도토리묵채국,돈육김치찜,알감자버터구이,110
12,17,금,641,203,28,37,373,잡곡밥,떡국,동그랑땡전,오징어무침회,62
12,20,월,641,166,28,13,434,완두콩밥,들깨미역국,돈육찹스테이크,메쉬드포테이토,173
12,21,화,641,134,28,9,470,흑미밥,부대찌개,매콤오징어볶음,느타리버섯호박볶음,132
12,22,수,641,117,28,9,487,강낭콩밥,시락국,제육간장볶음,야채비빔만두,138
12,23,목,641,131,29,14,467,차조밥,북어무채국,표고가지탕수육,양념두부조림,138
12,24,금,641,302,29,21,289,김치볶음밥,유부장국,청양크림함박,그린샐러드,81
12,27,월,642,138,29,14,461,귀리밥,홍합어묵탕,제육볶음,온두부,183
