Date,Day,Person,Menu1,Menu2,Menu3,Menu4,Menu5,Menu6,Menu7
2021-10-18,mon,153,차조밥/쌀밥,새알심미역국,콩나물불고기,스크램블에그,양배추쌈*양념장,배추김치,오미자차
2021-10-19,tue,103,강낭콩밥/쌀밥,꽃게된장국,뼈없는안동찜닭,매운어묵,오이부추무침,포기김치,숭늉
2021-10-20,wed,129,흑미밥/쌀밥,돈육고추장찌개,동그랑땡전,두부무조림,푸실리샐러드,포기김치,석류차
2021-10-21,thu,79,완두콩밥/쌀밥,소고기무국,해물볶음우동,탕수만두,모듬콩조림,포기김치,그린샐러드
2021-10-22,fri,47,,영양닭죽,오징어김치전,모듬야채스틱*쌈장,,깍두기,안흥찐빵
2021-10-25,mon,136,차조밥/쌀밥,얼큰콩나물국,제육간장불고기,한식잡채,배추겉절이,고추마늘장아찌,콘슬로우
2021-10-26,tue,128,완두콩밥/쌀밥,모듬어묵국,브로콜리카레소스,치킨까스샐러드&허니머스타드S,야채비빔만두,포기김치,숭늉
2021-10-27,wed,78,흑미밥/쌀밥,순두부찌개,돈육장조림,깻잎멸치볶음,꽃맛살샐러드,포기김치,매실차
2021-10-28,thu,88,강낭콩밥/쌀밥,호박수제비국,닭살데리야끼조림,매콤감자조림,무생채,포기김치,식혜
2021-10-29,fri,60,소시지오므라이스&소스,두부미역장국,푸실리샐러드,수제피클,,포기김치,마늘빵
2021-11-01,mon,187,차조밥/쌀밥,시락국,제육볶음,온두부/양념장,오이양파무침,볶음김치,귤
2021-11-02,tue,134,검정콩밥/쌀밥,맑은미역국,매운돈갈비찜,부들계란찜,배추겉절이,고추마늘장아찌,숭늉
2021-11-03,wed,123,흑미밥/쌀밥,순대국밥&미니소면,사각어묵볶음,모듬야채스틱*쌈장,부추양파무침,깍두기,요구르트
2021-11-04,thu,89,완두콩밥/쌀밥,크림스프,등심돈까스&소스,토마토스파게티,수제피클,포기김치,식빵러스크
2021-11-05,fri,66,잡곡밥/쌀밥,떡국,동그랑땡전,오징어무침회,콩나물부추무침,포기김치,두유
2021-11-08,mon,188,차조밥/쌀밥,돈육김치찌개,생선까스*타르타르S,어슷우엉콩조림,실곤약야채무침,포기김치,망고주스
2021-11-09,tue,117,완두콩밥/쌀밥,해물짬뽕국,짜장소스,칠리탕수육,만다린샐러드,포기김치,요구르트
2021-11-10,wed,107,흑미밥/쌀밥,닭개장,비엔나브로콜리볶음,두부무조림,오이부추무침,깍두기,수정과
2021-11-11,thu,83,후리가케밥,모듬어묵국,깐부오징어치킨,매콤떡볶이,수제피클,포기김치,그린샐러드
2021-11-12,fri,71,미니쌀밥,잔치국수,왕만두*장,아삭고추된장무침,단무지,포기김치,비피더스
2021-11-15,mon,144,차조밥/쌀밥,맑은소고기무국,아귀콩나물찜,우엉강정,펜네샐러드파스타,포기김치,숭늉
2021-11-16,tue,124,강낭콩밥/쌀밥,배추시락국,돈육고추장볶음,달콤감자조림,오이부추생채,포기김치,유자차
2021-11-17,wed,119,완두콩밥/쌀밥,미니우동,피자치즈돈까스,브로콜리맛살볶음,단무지무침,깍두기,열대과일샐러드
2021-11-18,thu,107,취나물밥*양념장,청양된장찌개,오징어제육볶음,참나물무생채,구이김,포기김치,찐빵
2021-11-19,fri,67,미니쌀밥,잔치국수,왕만두*장,아삭고추된장무침,단무지,포기김치,비피더스
2021-11-22,mon,149,차조밥/쌀밥,얼큰콩나물국,매콤닭갈비볶음,콘치즈오븐구이,배추무생채,포기김치,숭늉
2021-11-23,tue,136,완두콩밥/쌀밥,북어미역국,브로콜리카레소스,피쉬앤칩스*타르타르S,쫄면야채무침,포기김치,오미자차
2021-11-24,wed,116,김치볶음밥,미소된장국,갈릭마요미트볼,스크램블에그,그린샐러드*키위D,김가루/깍두기,밀감
2021-11-25,mon,91,강낭콩밥/쌀밥,홍합어묵탕,제육볶음,한식잡채,토마토샐러드,포기김치,유자차
2021-11-26,tue,55,잡곡밥,소고기국밥,오징어부추전,도토리묵무침,김가루무침,석박지,밤만쥬
2021-11-29,wed,145,차조밥/쌀밥,시락국,제육김치볶음,멸치견과류조림,봄동오이생채,무양파장아찌,숭늉
2021-11-30,thu,156,흑미밥/쌀밥,떡만두국,치킨까스샐러드,사각어묵볶음,마카로니콘범벅,포기김치,매실차
2021-12-01,fri,101,쌀밥,들깨미역국,나물비빔밥*볶음고추장,돈육장조림,오징어젓갈무침,김무침/포기김치,식혜
2021-12-02,mon,100,강낭콩밥/쌀밥,돈육김치찌개,비엔나떡볶음,깻잎멸치조림,콩나물무침,깍두기,약과
2021-12-03,tue,73,훈제오리볶음밥,얼큰어묵국,로제떡볶이,단무지무침,그린샐러드,포기김치,비피더스
2021-12-06,wed,169,차조밥/쌀밥,바지락무국,제육볶음,양념오뎅,봄동겉절이,포기김치,숭늉
2021-12-07,thu,135,쌀밥,파송송계란국,마파두부,맛쵸킹탕수육,그린샐러드*키위D,포기김치,귤
2021-12-08,fri,109,강낭콩밥/쌀밥,맑은콩나물국,야채찜닭,우엉땅콩조림,양배추&다시마쌈,포기김치,유자차
2021-12-09,mon,112,흑미밥/쌀밥,참치김치찌개,야채고로케*케찹,맛살계란찜,솎음배추나물무침,깍두기,수정과
2021-12-10,tue,75,미니밥,칼국수,단호박&고구마튀김,찐만두*장,단무지,포기김치,밤만쥬
2021-12-13,wed,155,차조밥/쌀밥,얼큰소고기국,브로콜리비엔나볶음,우엉부추강정,펜네샐러드,포기김치,오미자차
2021-12-14,mon,157,검정콩밥/쌀밥,오징어콩나물국,제육두루치기,고구마맛탕,봄동무생채,포기김치,숭늉
2021-12-15,tue,110,닭갈비볶음밥,모듬어묵국,오징어까스/*타르타르S,그린샐러드,,깍두기,요구르트
2021-12-16,wed,110,강낭콩밥/쌀밥,도토리묵채국,돈육김치찜,알감자버터구이,삼색겨자냉채,무양파장아찌,망고주스
2021-12-17,thu,62,잡곡밥,떡국,동그랑땡전,오징어무침회,유채겉절이,포기김치,수정과
2021-12-20,fri,173,완두콩밥/쌀밥,들깨미역국,돈육찹스테이크,메쉬드포테이토/&모닝빵,콩나물무침,포기김치,그린샐러드
2021-12-21,mon,132,흑미밥/쌀밥,부대찌개,매콤오징어볶음,느타리버섯호박볶음,콘슬로우,포기김치,숭늉
2021-12-22,tue,138,강낭콩밥/쌀밥,시락국,제육간장볶음,야채비빔만두,봄동무생채,포기김치,동지 팥죽
2021-12-23,wed,138,차조밥/쌀밥,북어무채국,표고가지탕수육,양념두부조림,물미역초무침,포기김치,오미자차
2021-12-24,thu,81,김치볶음밥,유부장국,청양크림함박,그린샐러드,,깍두기,귤
2021-12-27,fri,183,귀리밥/쌀밥,홍합어묵탕,제육볶음,온두부*양념장,봄동시저샐러드,볶음김치,숭늉
2021-12-28,mon,116,강낭콩밥/쌀밥,얼큰콩나물국,뼈없는안동찜닭,연근새우깡,참나물무생채,포기김치,유자차
2021-12-29,tue,114,완두콩밥/쌀밥,크림스프,돈까스&샐러드,미트스파게티,수제피클,포기김치,마늘빵
2021-12-30,wed,??,흑미밥/쌀밥,닭곰탕,감자야채전,오징어젓갈무침,부추겉절이,깍두기,약과&수정과
2021-12-31,thu,??,잡채덮밥,파송송계란국,짜장소스,군만두,단무지무침,포기김치,귤
2022-01-03,fri,185,차조밥/쌀밥,떡만두국,콩나물불고기,오징어어묵무침,상추쌈*쌈장,포기김치,숭늉
2022-01-04,mon,162,강낭콩밥/쌀밥,돈육김치찌개,비엔나푸실리볶음,깻잎멸치조림,동초무생채,포기김치,망고주스
2022-01-05,tue,139,참치마요밥버거,유부가쓰오장국,매콤국물떡볶이,모듬튀김,만다린샐러드,단무지무침,쥬시쿨
2022-01-06,wed,133,흑미밥/쌀밥,등뼈감자탕,계란장조림,콩나물무침,오이고추된장무침,깍두기,식혜
2022-01-07,thu,99,잡곡밥/쌀밥,바지락순두부찌개,생선까스*타르타르S,쫄면야채무침,모듬콩조림,포기김치,매실차
2022-01-10,fri,157,강낭콩밥/쌀밥,얼큰소고기국,궁중떡볶이,야채고로케*케찹,유채겉절이,포기김치,숭늉
2022-01-11,mon,175,흑미밥/쌀밥,시락국,제육볶음,콘치즈버터구이,콩나물무침,포기김치,수정과
2022-01-12,tue,149,완두콩밥/쌀밥,미소된장국,등심돈까스,수제비뇨끼,양배추샐러드,깍두기,요구르트
2022-01-13,wed,93,콩나물밥*양념장,냉이된장국,코다리무조림,참나물무생채,구이김,포기김치,유자차
2022-01-14,thu,101,치킨마요덮밥,김치두부국,사각어묵볶음,감자튀김*케찹,그린샐러드,포기김치,망고주스
2022-01-17,fri,154,차조밥/쌀밥,북어채계란국,제육김치볶음,호박버섯볶음,상추쌈*쌈장,포기김치,숭늉
2022-01-18,mon,128,완두콩밥/쌀밥,종합어묵국,카레소스,새우까스&타르타르소스,푸실리샐러드,포기김치,오미자차
2022-01-19,tue,116,잡곡밥/쌀밥,바지락살미역국,닭데리야끼조림,두부무조림,봄동겉절이,포기김치,매실차
2022-01-20,wed,101,강낭콩밥/쌀밥,참치김치찌개,갈릭마요미트볼,부들계란찜,물파래무침,무양파장아찌,귤
2022-01-21,mon,94,흑미밥/쌀밥,순대국밥&소면,모듬야채전,부추겉절이,오이고추양파무침,깍두기,요구르트
2022-01-24,tue,197,차조밥/쌀밥,건새우아욱국,오징어불고기,양념오뎅,유채겉절이,포기김치,숭늉
2022-01-25,wed,144,강낭콩밥/쌀밥,참치김치찌개,스크램블에그,야채비빔만두,열무된장무침,고추마늘장아찌,안흥찐빵
2022-01-26,thu,127,잡곡밥/쌀밥,다슬기국,뼈없는안동찜닭,콩나물무침,마카로니샐러드,포기김치,오미자차
2022-01-27,fri,144,비빔밥,청양된장찌개,돈육계란장조림,명엽채볶음,포기김치,매실차,
2022-01-28,mon,69,흑미밥,닭개장,비엔나푸실리볶음,감자조림,물파래무생채,포기김치,수정과
2022-01-31,tue,,새해,,,,,,
2022-02-01,wed,,새해,,,,,,
2022-02-02,thu,,새해,,,,,,
2022-02-03,fri,,창립기념일,,,,,,
2022-02-04,mon,72,백미밥,칼국수,오징어초무침,새송이어묵조림,오이고추된장무침,포기김치,요구르트
2022-02-07,tue,182,차조밥/쌀밥,꽃게된장국,제육두루치기,브로콜리맛살볶음,콩나물무침,포기김치,숭늉
2022-02-08,wed,179,강낭콩밥/쌀밥,김치어묵국,새우까스&허니머스타드S,명엽채볶음,시금치나물무침,고추마늘장아찌,매실차
2022-02-09,mon,157,비빔밥(쌀밥),들깨미역국,돈육계란장조림,땅콩멸치볶음,,포기김치,귤
2022-02-10,tue,126,흑미밥/쌀밥,돈육김치찌개,해물동그랑땡전*케찹,동초무생채,연근땅콩조림,깍두기,유자차
2022-02-11,wed,83,훈제오리볶음밥,팽이미소된장국,로제떡볶이,그린샐러드,,포기김치,비피더스
2022-02-14,thu,166,귀리밥/쌀밥,호박수제비국,제육볶음,도토리묵*양념장,상추유채겉절이,포기김치,숭늉
2022-02-15,fri,128,오곡밥/쌀밥,돈육김치찌개,한식잡채,보름삼색나물,생김구이,포기김치,부럼
2022-02-16,mon,115,병아리콩밥/쌀밥,오징어무국,비엔나푸실리볶음,알감자조림,쑥갓두부무침,포기김치,수정과
2022-02-17,tue,121,완두콩밥/쌀밥,미소된장국,순살등심돈까스,양념오뎅,그린샐러드,포기김치,망고주스
2022-02-18,wed,66,,가쓰오우동,매콤떡볶이,순대야채볶음,모듬튀김,깍두기,요구르트
2022-02-21,thu,157,차조밥/쌀밥,부대찌개,야채계란찜,고기우엉조림,열무된장무침,고추마늘장아찌,오미자차
2022-02-22,fri,132,흑미밥/쌀밥,떡만두국,치킨까스샐러드,브로콜리비엔나볶음,무생채,포기김치,숭늉
2022-02-23,mon,122,병아리콩밥/쌀밥,북어미역국,매콤돈육떡찜,사각어묵볶음,동초무생채,무양파장아찌,매실차
2022-02-24,tue,92,완두콩밥/쌀밥,계란국,마파두부,깐풍기,천사채크래미샐러드,포기김치,유자차
2022-02-25,wed,83,취나물무밥,시락국,제육볶음,견과류멸치조림,봄동겉절이,포기김치,약과
2022-02-28,thu,61,차조밥/쌀밥,얼큰소고기국,생선까스&타르타르s,쫄면야채무침,마카로니샐러드,포기김치,숭늉
2022-03-01,fri,,삼일절,,,,,,
2022-03-02,mon,151,강낭콩밥/쌀밥,새알미역국,뼈없는안동찜닭,돈민찌두부조림,유채무생채,포기김치,망고주스
2022-03-03,tue,97,흑미밥/쌀밥,맑은콩나물국,제육볶음,충무식오징어무침,연근땅콩조림,포기김치,오미자차
2022-03-04,wed,81,미니밥,닭칼국수,찐만두,오이부추무침,무양파장아찌,깍두기,수정과
2022-03-07,thu,179,차조밥/쌀밥,홍합어묵탕,제육볶음,고구마떡맛탕,동초겉절이,포기김치,숭늉
2022-03-08,fri,175,치즈닭갈비볶음밥,맑은콩나물국,청양풍볶음우동,그린샐러드,,포기김치,요구르트
2022-03-09,mon,,제20대 대통령 선거,,,,,,
2022-03-10,tue,131,흑미밥/쌀밥,돈육김치찌개,동그랑땡전,엄지새송이호박볶음,푸실리샐러드,깍두기,망고주스
2022-03-11,wed,95,잡곡밥/쌀밥,떡국,모듬야채전,돈육장조림,미나리무생채,포기김치,수정과
2022-03-14,thu,109,차조밥/쌀밥,♣냉이들깨무국,오징어불고기,연근콩조림,콩나물무침,포기김치,사과쿠키
2022-03-15,fri,115,강낭콩밥/쌀밥,참치김치찌개,야채비빔만두,부들계란찜,♣시금치나물무침,포기김치,♣오렌지
2022-03-16,mon,117,흑미밥/쌀밥,등뼈감자탕,생선까스*타르타르S,쫄면야채무침,♣치커리유자생채,깍두기,식혜
2022-03-17,tue,106,완두콩밥/쌀밥,소고기미역국,미트볼라따뚜이,두부구이*양념장,♣미나리무생채,포기김치,매실차
2022-03-18,wed,84,잡곡밥/쌀밥,순대돼지국밥,바싹김치전,도토리묵*양념장,부추겉절이,깍두기,♣유자차
2022-03-21,mon,139,차조밥/쌀밥,참치김치찌개,오징어까스*타르타르s,마늘쫑어묵볶음,양배추쌈*장,고추마늘장아찌,냉녹차
2022-03-22,tue,104,강낭콩밥/쌀밥,맑은콩나물국,야채찜닭,♣우엉강정,오이부추무침,포기김치,망고주스
2022-03-23,wed,120,완두콩밥/쌀밥,미니우동,돈까스카레덮밥,그린샐러드,수제피클,,오미자차
2022-03-24,thu,119,흑미밥/쌀밥,청양된장찌개,제육볶음,온두부*양념장,상추쌈*쌈장,볶음김치,사과잼쿠키
2022-03-25,fri,75,,♣바지락칼국수,왕만두,도토리묵무침,단무지,포기김치,수정과
2022-03-28,mon,163,차조밥/쌀밥,시락국,돈육매운찜,콘치즈구이,♣참나물무생채,포기김치,냉녹차
2022-03-29,tue,107,강낭콩밥/쌀밥,♣바지락순두부찌개,치킨까스샐러드,멸치땅콩볶음,콩나물무침,포기김치,망고주스
2022-03-30,wed,142,닭갈비볶음밥,들깨미역국,굴소스볶음우동,그린샐러드*유자D,,포기김치,바나나
2022-03-31,thu,118,♣콩나물밥*양념장,청양된장찌개,제육볶음,♣동초겉절이,구이김,포기김치,식혜
2022-04-01,fri,76,후라가케밥,미소된장국,순대떡볶이,모듬튀김,♣봄동시저샐러드,포기김치,유자차
2022-04-04,mon,144,쌀밥/차조밥,감자수제비국,제육볶음,어향두부무조림,동초무생채,배추김치,냉녹차
2022-04-05,tue,115,쌀밥/병아리콩밥,얼큰소고기국,야채고로케*케찹,둥근어묵볶음,세발나물김무침,배추김치,미숫가루
2022-04-06,wed,106,쌀밥/강낭콩밥,쑥들깨국,돈육계란장조림,야채비빔만두,마카로니콘샐러드,배추김치,매실차
2022-04-07,mon,90,쌀밥/흑미밥,닭곰탕,동그랑땡엿장조림,알감자조림,부추겉절이,깍두기,오렌지
2022-04-08,tue,69,,잔치국수,순대야채볶음,왕만두,단무지,포기김치,오미자차
2022-04-11,wed,128,차조밥/쌀밥,돈육김치찌개,비엔나떡볶음,깻잎멸치볶음,펜네샐러드,포기김치,냉녹차
2022-04-12,thu,91,병아리콩밥/쌀밥,얼큰어묵국,생선까스*타르타르S,실곤약무침,두부흑임자샐러드,포기김치,아이스유자차
2022-04-13,fri,107,흑미밥/쌀밥,북어무채국,닭갈비볶음,비빔막국수,열무된장무침,포기김치,수정과
2022-04-14,mon,78,강낭콩밥/쌀밥,시락국,제육김치볶음,고구마떡맛탕,맛살콩나물냉채,깍두기,꿀토마토
2022-04-15,tue,85,햄김치볶음밥,,청양크림함박,그린샐러드,오이피클,포기김치,요구르트
2022-04-18,wed,130,차조밥/쌀밥,돈육김치찌개,한식잡채,오징어초무침,열무된장나물,고추마늘장아찌,냉녹차
2022-04-19,thu,130,제육비빔밥,청양된장찌개,단호박&고구마튀김,,,포기김치,수정과
2022-04-20,fri,101,흑미밥/쌀밥,바지락미역국,닭살데리야끼조림,땅콩멸치볶음,콩나물무침,포기김치,밤만쥬
2022-04-21,mon,94,강낭콩밥/쌀밥,김치콩나물국,제육간장불고기,쫄면야채무침,으깬감자샐러드,깍두기,매실차
2022-04-22,tue,75,완두콩밥/쌀밥,짬뽕국,짜장소스,탕수육*칠리소스,그린샐러드,포기김치,요구르트
2022-04-25,wed,132,귀리밥/쌀밥,떡만두국,콩나물불고기,충무식오징어무침,상추쌈*장,포기김치,냉녹차
2022-04-26,thu,125,취나물밥*양념장,모듬햄김치찌개,고등어엿장구이,동초무생채,구이김,고추마늘장아찌,미숫가루
2022-04-27,fri,81,율무밥/쌀밥,얼큰소고기국,시금치프리타타,마늘쫑어묵볶음,오징어젓갈무침,포기김치,망고주스
2022-04-28,mon,76,흑미밥/쌀밥,돼지순대국&다대기,바싹김치전,도토리묵야채무침,부추양파겉절이,깍두기,요구르트
2022-04-29,tue,89,김밥볶음밥,유부장국,매콤달콤떡볶이,김말이&만두튀김,핫도그,포기김치,쥬시쿨
2022-05-02,wed,141,차조밥/쌀밥,북어무국,닭볶음탕,한식잡채,♣동초무생채,포기김치,냉녹차
2022-05-03,thu,124,강낭콩밥/쌀밥,새알미역국,제육볶음,모듬쌈&강된장,,포기김치,수정과
2022-05-04,fri,75,완두콩밥/쌀밥,미니우동,피자돈까스,감자튀김*케찹,그린샐러드,포기김치,바나나
2022-05-05,mon,,어린이날,,,,,,
2022-05-06,tue,58,흑미밥/쌀밥,닭개장,브로콜리비엔나볶음,마카로니콘샐러드,오이부추생채,포기김치,오미자차
2022-05-09,wed,138,차조밥/쌀밥,감자된장찌개,돈육매운찜,계란맛살볶음,오이부추무침,포기김치,냉녹차
2022-05-10,thu,79,병아리콩밥/쌀밥,참치김치찌개,고등어무조림,춘권&사모사*칠리,그린샐러드,고추마늘장아찌,망고주스
2022-05-11,fri,81,흑미밥/쌀밥,전주식콩나물국,제육볶음,부추양파무침,단호박블루베리샐러드,깍두기,매실차
2022-05-12,mon,56,귀리밥/쌀밥,근대된장국,돈육계란장조림,야채비빔만두,견과류멸치볶음,포기김치,식혜
2022-05-13,tue,58,후라가케밥,얼큰어묵국,로제떡볶이,순대찜,고추양파된장무침,포기김치,복숭아아이스티
2022-05-16,wed,137,차조밥/쌀밥,북어미역국,제육김치볶음,온두부*양념장,콩나물무침,양념깻잎지,유자민트티
2022-05-17,mon,113,병아리콩밥/쌀밥,바지락순두부찌개,오징어까스*타르타르S,야채쫄면,단무지무침,포기김치,♣미숫가루
2022-05-18,tue,116,,♣냉모밀국수(大),등심돈까스,양배추샐러드,수제피클,포기김치,마늘빵
2022-05-19,wed,84,흑미밥/쌀밥,등뼈감자탕,청양고추왕동그랑땡,도라지진미채무침,동초겉절이,깍두기,♣냉녹차
2022-05-20,thu,62,잡곡밥/쌀밥,오징어콩나물국,닭살데리야끼조림,콩알버섯어묵볶음,무생채,포기김치,♣석류주스
2022-05-23,fri,124,차조밥/쌀밥,청양된장찌개,오징어돈육볶음,콘치즈버터구이,참나물무생채,포기김치,♣아이스자몽차
2022-05-24,mon,108,병아리콩밥/쌀밥,콩나물냉국,뼈없는묵은지찜닭,크림떡볶이,♣상추치커리생채,♣햇양파무장아찌,♣오미자차
2022-05-25,tue,118,카레라이스,물만두국,청양고추소시지구이,만다린샐러드,,포기김치,♣복숭아아이스티
2022-05-26,wed,102,미니밥,닭칼국수,바싹김치전,도토리묵무침,,깍두기,비피더스
2022-05-27,thu,71,베이컨김치볶음밥,유부장국,계란후라이,모듬가츠,수제피클,포기김치,요구르트
2022-05-30,fri,119,차조밥/쌀밥,♣모시조개콩나물국,파채버섯불고기,브로콜리맛살볶음,미나리무생채,포기김치,♣냉녹차
2022-05-31,mon,96,콩나물밥*양념장,돈육김치찌개,고등어엿장구이,애기열무겉절이,구이김*장,고추마늘장아찌,♣오미자차
2022-06-01,tue,,지방선거,,,,,,
2022-06-02,wed,99,중화덮밥,오이미역냉국,군만두,양배추샐러드,,포기김치,석류주스
2022-06-03,mon,84,미니밥,손만두떡국(大),단호박&고구마튀김,오징어초무침,,포기김치,밤만쥬
2022-06-06,tue,,현충일,,,,,,
2022-06-07,wed,122,차조밥/쌀밥,차돌된장찌개,브로콜리비엔나볶음,한식잡채,♣열무겉절이,포기김치,♣허니자몽블랙티
2022-06-08,thu,116,♣쭈꾸미제육비빔밥,들깨미역국,사각어묵볶음,마카로니콘샐러드,,포기김치,요구르트
2022-06-09,fri,105,,♣김치말이국수,메밀전병,,,무양파장아찌,꽈배기도넛츠
2022-06-10,mon,65,귀리밥/쌀밥,육개장,소시지달걀부침,♣가지볶음,맛김구이,깍두기,♣꿀토마토
2022-06-13,tue,114,차조밥/쌀밥,배추된장국,국물깻잎닭갈비,알감자조림,겨자삼색냉채,포기김치,♣망고주스
2022-06-14,wed,115,완두콩밥/쌀밥,계란국,마파두부소스,미트볼조랭이떡강정,그린샐러드,포기김치,♣유자민트티
2022-06-15,thu,111,흑미밥/쌀밥,♣도토리묵냉국,돈육김치찜,호박느타리볶음,열무겉절이,무양파장아찌,매실차
2022-06-16,fri,104,,닭고기쌀국수,핫도그,,단무지,포기김치,요구르트
2022-06-17,mon,84,,영양닭죽,♣표고가지탕수육,아삭고추양파무침,,깍두기,앙버터모닝빵
2022-06-20,tue,130,흑미밥/쌀밥,돈육김치찌개,오징어까스*타르타르S,♣가지양파볶음,새콤파채콩나물무침,고추마늘장아찌,냉녹차
2022-06-21,wed,124,귀리밥/쌀밥,새알미역국,고추장불고기,모듬쌈&강된장,,포기김치,포기김치
2022-06-22,thu,110,취나물밥*양념장,북어무국,돈육계란장조림,♣얼갈이겉절이,구이김,포기김치,♣미숫가루
2022-06-23,fri,84,닭갈비볶음밥,미소된장국,굴소스볶음우동,그린샐러드,,포기김치,바나나
2022-06-24,mon,65,오징어덮밥,콩나물냉국,계란후라이,으깬감자샐러드,,깍두기,비피더스
2022-06-27,tue,,가스공급중단/식당미운영,,,,,,
2022-06-28,wed,148,귀리밥/쌀밥,김치콩나물국,바싹불고기,알감자버터구이,상추겉절이,양념깻잎지,복숭아아이스티
2022-06-29,thu,136,병아리콩밥/쌀밥,닭볶음탕,야채고로케*케찹,비빔당면,♣열무된장무침,포기김치,냉녹차
2022-06-30,fri,100,,♣물냉면,왕만두,단무지,,열무김치,♣찐옥수수
2022-07-01,mon,68,흑미밥/쌀밥,만두육개장(大),청경채찜,도라지진미채무침,파송송김무침,포기김치,♣매실차
2022-07-04,tue,145,완두콩밥/쌀밥,참치김치찌개,뼈없는안동찜닭,깻잎멸치볶음,마카로니콘샐러드,포기김치,냉녹차
2022-07-05,wed,130,귀리밥/쌀밥,바지락순두부찌개,통계란떡볶이,해쉬포테이토,오이부추무침,포기김치,♣자몽허니블랙티
2022-07-06,thu,95,,♣냉모밀국수(大),등심돈까스,양배추샐러드,수제피클,포기김치,마늘빵
2022-07-07,fri,112,강낭콩밥/쌀밥,물떡어묵탕,불맛제육볶음,야채비빔만두,청경채겉절이,포기김치,♣미숫가루
2022-07-08,mon,81,차조밥,사골떡만두국(大),모듬야채전,오징어초무침,,포기김치,요구르트
2022-07-11,tue,156,차조밥/쌀밥,부대찌개,돈육두부짜글이,콘치즈버터구이,♣오이송송이,포기김치,♣오미자차
2022-07-12,wed,140,완두콩밥/쌀밥,북어미역국,생선까스*타르타르S,쫄면야채무침,가지양파볶음,포기김치,♣컵빙수
2022-07-13,mon,136,계란야채볶음밥,짬뽕국,짜장볶음우동,돈까스샐러드,단무지,포기김치,냉녹차
2022-07-14,tue,70,병아리콩밥/쌀밥,♣가지냉국,돈육김치찜,어묵채파프리카볶음,배추겉절이,고추마늘장아찌,♣식혜
2022-07-15,wed,71,찰밥,"초복맞이
♣닭곰탕*당면",단호박&고구마튀김,오징어젓갈무침,부추양파무침,포기김치,매실차
2022-07-18,thu,157,귀리밥/쌀밥,감자수제비국,콩나물불고기,충무식오징어무침,♣애기열무겉절이,포기김치,♣식혜
2022-07-19,fri,96,강낭콩밥/쌀밥,돈육김치찌개,고등어카레구이,우엉땅콩조림,브로콜리&쌈다시마,포기김치,망고주스
2022-07-20,mon,105,흑미밥/쌀밥,차돌된장찌개,부들계란찜,로제떡볶이,무생채,포기김치,유자민트티
2022-07-21,tue,103,,냉잔치국수,순대야채볶음,고추양파된장무침,핫도그,포기김치,요구르트
2022-07-22,wed,63,완두콩밥/쌀밥,오징어무국,야채듬뿍카레소스,미트볼조랭이떡강정,단무지무침,포기김치,수정과
2022-07-25,thu,108,차조밥/쌀밥,북어무국,닭살데리야끼조림,양념오뎅,배추겉절이,포기김치,냉녹차
2022-07-26,fri,88,흑미밥/쌀밥,뼈없는감자탕,한식잡채,깐풍만두튀김,부추양파겉절이,포기김치,♣수박화채
2022-07-27,mon,99,병아리콩밥/쌀밥,근대된장국,돈육매운찜,계란맛살볶음,오이송송이,포기김치,매실차
2022-07-28,tue,103,완두콩밥/쌀밥,콩나물냉국,짬뽕덮밥소스,계란후라이,천사채크래미샐러드,포기김치,쥬시쿨
2022-07-29,wed,64,귀리밥/쌀밥,얼큰소고기버섯국,소시지달걀부침,♣도라지진미채무침,으깬감자샐러드,포기김치,♣오미자차
2022-08-01,mon,94,차조밥/쌀밥,부대찌개,돈육두부조림,우엉땅콩볶음,펜네샐러드,포기김치,미숫가루
2022-08-02,tue,135,닭갈비볶음밥,콩나물냉국,피쉬앤칩스,그린샐러드,,포기김치,바나나
2022-08-03,wed,100,강낭콩밥/쌀밥,돈육김치찌개,비엔나떡볶음,깻잎멸치조림,♣애기열무겉절이,포기김치,자몽허니블랙티
2022-08-04,thu,93,흑미밥/쌀밥,미니모밀국수,오징어불고기,달걀두부구이,배추겉절이,포기김치,복숭아아이스티
2022-08-05,fri,86,잡채덮밥,계란국,짜장소스,깐풍칠리만두,,포기김치,비피더스
2022-08-08,mon,166,차조밥/쌀밥,감자된장찌개,고추장불고기,어묵피망볶음,양배추쌈*장,포기김치,♣미숫가루
2022-08-09,tue,168,취나물밥*양념장,돈육김치찌개,새우까스&타르타르s,♣애기열무겉절이,도시락김,포기김치,매실차
2022-08-10,wed,132,병아리콩밥/쌀밥,닭개장,메밀전병,청포묵김무침,고추양파된장무침,포기김치,망고주스
2022-08-11,thu,105,완두콩밥/쌀밥,미소된장국,순살등심돈까스,토마토스파게티,양배추적채샐러드,포기김치,오미자차
2022-08-12,fri,65,,해물칼국수,왕만두,도토리묵무침,단무지,포기김치,수정과
2022-08-15,mon,,광복절,,,,,,
2022-08-16,tue,152,귀리밥/쌀밥,오이미역냉국,돈육김치찜,알감자조림,천사채샐러드,포기김치,미숫가루
2022-08-17,wed,139,흑미밥/쌀밥,모듬어묵국,치킨까스,쫄면야채무침,배추나물,포기김치,자몽아이스티
2022-08-18,thu,92,강낭콩밥/쌀밥,북어미역국,떡갈비새송이조림,견과류멸치볶음,오이송송이,포기김치,꿀토마토
2022-08-19,fri,87,차조밥,떡만두국,오징어야채무침,청양동그랑땡전,모듬콩조림,포기김치,복숭아아이스티
