일자,요일,정원,휴가자,출장자,초근,재택,Menu1,Menu2,Menu3,Menu4,Menu5,Menu6,Menu7,중식계
2021-01-25,월,600,111,24,0,28,흑미밥,냉이된장국,불맛제육볶음,한식잡채,시금치깨소금무침,포기김치,양상추샐러드/삼색송편,225
2021-01-26,화,600,94,24,0,21,강낭콩밥,얼큰콩나물국,삼치엿장구이,달걀맛살찜,봄동겉절이,포기김치,그린샐러드/귤,178
2021-01-27,수,600,115,24,0,16,차조밥,경상도소고기국,청양달걀장조림,우엉찹쌀튀김,숙주미나리무침,포기김치,호박죽/숭늉,145
2021-01-28,목,600,99,24,0,26,잡곡밥,돈육김치찌개,춘천닭갈비,호박씨멸치볶음,동초겉절이,동치미,양상추샐러드/시나몬토스트,146
2021-01-29,금,600,173,24,0,32,떠먹는유부초밥,우동,야채튀김,단무지,,포기김치,삼색생채비빔나물/강된장찌개,207
2021-02-02,화,600,115,24,0,17,잡곡밥,들깨미역국,바베큐폭찹,샐러드파스타,교동양념어묵,포기김치,딸기잼토스트/누룽지튀김,215
2021-02-03,수,600,124,24,0,19,백미밥,버섯찌개,카레라이스,쫄면,미트블양송이조림,백김치,그린샐러드/키위d/숭늉,177
2021-02-04,목,600,100,24,0,33,김치볶음밥,순두부백탕,계란후라이,국물떡볶이,순대/장,깍두기,양상추샐러드/식혜,144
2021-02-05,금,600,148,24,0,26,떠먹는유부초밥,우동,야채튀김,단무지,,포기김치,삼색생채비빔나물/강된장찌개,88
2021-02-08,월,600,125,24,0,27,차조밥,김치찌개,너비아니&파채,삼색계란찜,오이양파무침,포기김치,양배추샐러드/숭늉,198
2021-02-09,화,600,121,24,0,50,콩나물밥&양념장,된장찌개,불맛간장불고기,모닝빵샌드위치,단배추겉절이,포기김치,그린샐러드/버터링쿠키,145
2021-02-10,수,600,285,24,0,17,흑미밥,경상도소고기국,마파두부,우엉잡채,봄동겉절이,깍두기,호박죽/숭늉,51
2021-02-15,월,600,172,24,0,29,굴소스야채볶음밥,짬뽕국,짜장소스,탕수강정,치커리무생채,포기김치,그린샐러드/매실차,189
2021-02-16,화,600,111,24,0,36,차조밥,맑은순두부찌개,매콤안동찜닭,비빔만두,동초겉절이,포기김치,그린샐러드/숭늉,142
2021-02-17,수,600,96,23,0,18,흑미밥,김치콩나물국,함박스테이크,크림소스스파게티,양상추샐러드,수제피클,이색나물/강된장,148
2021-02-18,목,600,110,23,0,15,곤드레밥/양념장,두부된장찌개,돈육메알장조림,교동양념어묵,쌈추무채무침,포기김치,그린샐러드/버터링쿠키,141
2021-02-19,금,600,193,23,0,19,차조밥,얼큰어묵국,김치제육볶음,우엉찹쌀튀김,봄동겉절이,포기김치,그린샐러드/숭늉,85
2021-02-22,월,600,159,23,0,23,흑미밥,닭개장,돈채피망볶음,알감자버터구이,무생채,포기김치,그린샐러드/누룽지튀김,140
2021-02-23,화,600,122,23,0,41,대패깍두기볶음밥,우동장국,동그랑땡케찹조림,사각어묵볶음,계란후라이,포기김치,그린샐러드/호박죽,154
2021-02-24,수,598,128,23,0,15,백미밥,잔치국수,불맛제육볶음,부추야채전,오이고추된장무침,포기김치,딸기잼토스트/숭늉,138
2021-02-25,목,598,134,23,0,18,차조밥,미소된장국,매운돈갈비찜,고구마맛탕,봄동겉절이,포기김치,그린샐러드/초코칩쿠키,106
2021-02-26,금,598,211,23,0,19,오곡밥,황태무국,두부민찌조림,삼색나물/(콩나물.시금치.무),구이김/장,포기김치,식혜/땅콩,68
2021-03-02,화,631,142,25,0,19,흑미밥,육개장,해물볶음우동,맛살계란찜,치커리무생채,포기김치,만다린샐러드/숭늉,184
2021-03-03,수,631,92,25,0,9,백미밥,순대국밥&다대기,두부커틀렛,고기우엉조림,무양파간장지,깍두기,그린샐러드/매실차,144
2021-03-04,목,631,96,25,0,16,차조밥,얼큰수제비국,불맛간장불고기,콘치즈버터구이,양배추쌈,포기김치,숭늉/시나몬토스트,148
2021-03-05,금,631,160,25,0,18,흑미밥,맑은콩나물국,춘천닭갈비,호박씨멸치볶음,봄동겉절이,포기김치,양상추샐러드/요구르트,78
2021-03-08,월,631,126,25,0,33,흑미밥,들깨미역국,뒷다리살찹스테이크,꽃맛살샐러드,숙주미나리무침,포기김치,그린샐러드/숭늉,223
2021-03-09,화,631,102,25,0,22,기장밥,부대찌개,생선까스,푸실리파스타,치커리유자생채,깍두기,버터링쿠키/레몬에이드,206
2021-03-10,수,631,107,25,0,12,콩나물밥&양념장,근대된장국,오삼불고기,막국수,오이고추된장무침,포기김치,만다린샐러드/슝늉,165
2021-03-11,목,630,111,25,0,8,후리가케볶음밥,계란탕,매콤국물떡볶이,양념어묵,김말이&만두튀김,포기김치,이색나물/약고추장,119
2021-03-12,금,630,169,25,0,18,차조밥,짬뽕국,마파두부,깐풍탕수육,봄동무생채,포기김치,그린샐러드/요구르트,114
2021-03-15,월,630,115,25,0,23,흑미밥,두부된장찌개,제육볶음,고구마맛탕,맛살콩나물냉채,포기김치,상추쌈/쌈장,193
2021-03-16,화,629,107,25,0,16,차조밥,경상도소고기국,한식잡채,김치전,열무된장무침,깍두기,그린샐러드/매실차,163
2021-03-17,수,629,106,25,0,15,갈릭목살필라프,우동장국,로제파스타,매콤알감자조림,양상추샐러드,포기김치,요구르트/호박죽,157
2021-03-18,목,628,111,25,0,11,기장밥,사골만두국,모듬장조림,쫄면무침,단배추겉절이,포기김치,그린샐러드/누룽지튀김,141
2021-03-19,금,628,190,25,0,17,차조밥,호박고추장찌개,함박스테이크,콘슬로우,치커리유자생채,포기김치,그린샐러드/숭늉,100
2021-03-22,월,628,132,25,0,19,쌀밥/차조밥,돈육김치찌개,오징어까스&타르타르소스,깻잎멸치볶음,양배추쌈&젓장,포기김치,그린샐러드&키위D/숭늉,200
2021-03-23,화,628,113,25,0,17,쌀밥/강낭콩밥,얼큰콩나물국,뼈없는안동찜닭,어슷우엉조림,치커리유자생채,포기김치,그린샐러드&아일랜드D/요구르트,126
2021-03-24,수,628,96,25,0,15,날치알김치볶음밥,미니우동,비빔야채만두,브로콜리들깨볶음,파송송김무침,단무지,그린샐러드&키위D/매실차,130
2021-03-25,목,627,114,25,0,17,쌀밥/완두콩밥,미소된장국,야채듬뿍카레소스,야채고로케*케찹,마카로니샐러드,포기김치,그린샐러드*오리엔탈D/두유,131
2021-03-26,금,627,177,25,0,20,쌀밥/잡곡밥,봄동된장국,제육김치볶음,온두부*양념장,상추미나리생채,고추마늘장아찌,그린샐러드&키위D/숭늉,77
2021-03-29,월,627,144,25,0,34,쌀밥/찰기장밥,부대찌개,생선까스*타르타르S,매콤감자조림,시금치깨소금무침,백김치,그린샐러드&유자D,196
2021-03-30,화,626,104,25,0,15,쌀밥/흑미밥,닭곰탕,피망잡채,김치전,오이부추무침,깍두기,수정과,127
2021-03-31,수,626,120,25,0,9,쌀밥/보리밥,잔치국수,삼색비빔나물&강된장,핫도그*케찹,,포기김치,망고주스,103
2021-04-01,목,626,112,26,0,12,쌀밥/강낭콩밥,감자된장찌개,제육볶음,궁중떡볶이,상추겉절이,포기김치,식혜,101
2021-04-02,금,626,180,26,0,18,콩나물밥&양념장,쑥국,고등어엿장구이,동초겉절이,김가루쪽파무침,포기김치,호박죽,60
2021-04-05,월,626,117,27,0,30,쌀밥/찰기장밥,홍합미역국,제육김치볶음,온두부&양념장,상추알배기쌈,고추마늘장아찌,그린샐러드&키위D,157
2021-04-06,화,626,92,27,0,12,쌀밥/완두콩밥,떡만두국,해물콩나물찜,사각어묵볶음,얼갈이된장무침,포기김치,미숫가루,148
2021-04-07,수,626,130,27,0,7,쌀밥/흑미밥,돈등뼈해장국,한식잡채,도토리묵야채무침,아삭고추양파*된장,깍두기,수정과,126
2021-04-08,목,626,113,27,0,9,쌀밥/강낭콩밥,오징어콩나물국,미니돈까스,새송이호박볶음,푸실리샐러드,포기김치,오미자차,117
2021-04-09,금,626,176,28,0,15,계란볶음밥,짬뽕국,짜장소스,탕수만두,단무지무침,포기김치,요구르트,112
2021-04-12,월,626,134,28,0,21,쌀밥/찰기장밥,봄동된장국,돈육버섯불고기,오징어까스&타르타르S,파채상추겉절이,포기김치,망고주스,175
2021-04-13,화,626,101,28,0,18,쌀밥/완두콩밥,들깨미역국,야채찜닭&납작당면,사각어묵볶음,동초겉절이,포기김치,수정과,115
2021-04-14,수,626,126,28,0,15,취나물밥&양념장,황태무국,제육볶음,구이김*양념장,치커리무생채,포기김치,파이,124
2021-04-15,목,626,114,28,0,17,쌀밥/흑미밥,돈육김치찌개,비엔나브로콜리볶음,야채비빔막국수,단무지무침,열무김치,호박죽,117
2021-04-16,금,626,194,28,0,22,봄나물비빔밥,청양된장찌개,계란후라이,메밀전병,호박씨멸치볶음,포기김치,식혜,68
2021-04-19,월,626,136,28,0,25,쌀밥/찰기장밥,감자수제비국,제육김치볶음,깻잎멸치조림,참나물무생채,깍두기,미숫가루,173
2021-04-20,화,632,99,28,0,22,쌀밥/귀리밥,닭개장,돈민찌두부조림,둥근어묵볶음,오이양파무침,배추김치,약과,118
2021-04-21,수,632,114,28,0,26,쌀밥/강낭콩밥,김치두부국,돈육장조림,야채고로케*케찹,트리플빈샐러드&이탈리안D,배추김치,오미자차,88
2021-04-22,목,632,122,28,0,21,쌀밥/잡곡밥,들깨무채국,닭살데리야끼조림,감자야채전,콩나물무침,배추김치,망고주스,115
2021-04-23,금,632,177,28,0,28,쌀밥/완두콩밥,유부장국,마파두부,고기&김치손만두,단무지,배추김치,그린샐러드&키위D,74
2021-04-26,월,631,133,28,0,55,쌀밥/강낭콩밥,얼큰콩나물국,고추장불고기,어슷어묵볶음,상추쌈/쌈장,배추김치,단호박건포도범벅,186
2021-04-27,화,631,108,28,0,19,쌀밥/완두콩밥,양송이스프,순살돈까스&소스,샐러드스파게티,수제피클,배추김치,오렌지/생채비빔나물,157
2021-04-28,수,631,106,28,0,11,미니보리밥,잔치국수,닭장각오븐구이&허니머스타드,,,배추김치,오미자차/생채비빔나물,155
2021-04-29,목,631,115,28,0,19,쌀밥/귀리밥,배추시락국,코다리무조림,누들떡볶이,모듬튀김,포기김치,식혜,129
2021-04-30,금,631,180,28,0,40,쌀밥/잡곡밥,순대돼지국밥&다대기,깻잎야채전,견과류멸치볶음,햇양파무장아찌,깍두기,약과,81
2021-05-03,월,631,132,30,0,17,쌀밥/찰기장밥,북어무국,닭볶음탕,한식잡채,콩나물미나리무침,배추김치,밤만쥬빵/그린샐러드,154
2021-05-04,화,631,177,30,0,11,쌀밥/흑미밥,돈육김치찌개,부들계란찜,표고가지탕수육,청경채오이생채,배추김치,수정과/콘슬로우샐러드,139
2021-05-06,목,631,143,30,0,26,쌀밥/완두콩밥,떡만두국,제육볶음,도토리묵무침,근대&양배추찜/양념장,볶음김치,호박죽,123
2021-05-07,금,631,206,30,0,40,청양고추소시지/오므라이스&소스,미역두부장국,토마토그린샐러드,바게트마늘빵,수제피클,포기김치,생채비빔나물,90
2021-05-10,월,632,150,30,0,18,쌀밥/강낭콩밥,얼큰소고기국,생선까스&타르타르s,매콤두부조림,우엉채볶음,배추김치,그린샐러드,185
2021-05-11,화,632,128,30,0,14,쌀밥/흑미밥,어묵국,제육볶음,비엔나떡볶음,오이부추무침,배추김치,망고주스,156
2021-05-12,수,631,125,30,0,16,미니밥,냉메밀국수,파닭순살치킨,수제무피클,,포기김치,생채비빔나물,144
2021-05-13,목,631,125,30,0,27,쌀밥/잡곡밥,들깨미역국,간장불고기,매콤감자조림,맛살콩나물냉채,포기김치,펜네샐러드,100
2021-05-14,금,630,160,30,0,21,보리열무비빔밥,청양초된장찌개,계란후라이,마늘쫑어묵볶음,호박씨멸치볶음,포기김치,그래놀라요거트,79
2021-05-17,월,630,134,30,0,11,콩나물밥&/쪽파양념장,된장찌개,뼈없는닭갈비,참나물무생채,구이김/장,배추김치,바나나,194
2021-05-18,화,630,148,30,0,16,쌀밥/흑미밥,등뼈감자탕,오징어무침회,한식잡채,아삭고추된장무침,깍두기,미숫가루,115
2021-05-20,목,630,156,30,0,27,쌀밥/귀리밥,새알미역국,콩나물불고기,깻잎멸치조림,오이양파무침,포기김치,펜네샐러드,142
2021-05-21,금,625,195,29,0,16,완두콩밥,짬뽕국,짜장소스,탕수육&만두*깐풍S,단무지,포기김치,마시는요구르트,99
2021-05-24,월,625,128,29,0,14,쌀밥/흑미밥,청량된장찌개,돼지훈제구이*허니머스타드,모듬쌈*쌈장,콩나물부추무침,포기김치,열대과일샐러드/요거트D,170
2021-05-25,화,625,103,30,0,11,쌀밥/수수밥,육개장,닭불고기,야채쫄면,열무된장무침,포기김치,식혜,153
2021-05-26,수,625,103,30,0,19,미니밥,열무냉면,매콤조각돈까스,콘슬로우샐러드,,냉면김치,생채비빔나물,141
2021-05-27,목,625,126,30,0,23,쌀밥/김치볶음밥,맑은콩나물국,동인동갈비찜,계란후라이,구운버섯샐러드/오리엔탈D,깍두기,오렌지,130
2021-05-28,금,625,171,30,0,27,쌀밥/잡곡밥,돼지국밥&다대기,깻잎감자채전,도토리묵무침,풋고추양파지,깍두기,요구르트,75
2021-05-31,월,625,155,29,0,9,쌀밥/귀리밥,들깨미역국,북성로불고기,핫도그/케찹,상추파채겉절이,포기김치,그린샐러드/요거트d,156
2021-06-01,화,625,92,28,0,14,쌀밥/흑미밥,오이냉국,안동찜닭(당면),비빔꼬마만두,고추멸치볶음,포기김치,약과,140
2021-06-02,수,625,109,28,0,14,잡곡밥,양송이스프,파인함박스테이크,토마토파스타,,수제피클,생채비빔나물,115
2021-06-03,목,625,119,28,0,28,쌀밥/수수밥,닭개장,제육볶음,고구마&떡맛탕,온두부,볶음김치,요구르트,131
2021-06-04,금,623,177,28,0,26,쌀밥/야채볶음밥,미니우동,렌틸콩,왕새우튀김/머스타드,그린샐러드/오리엔탈d,배추김치,수제요거트,93
2021-06-07,월,623,137,28,0,7,쌀밥/흑미밥,부대찌개,버섯불고기,콘치즈그라탕,치커리무생채,배추김치,미숫가루,170
2021-06-08,화,623,141,28,0,14,쌀밥/귀리밥,두부된장국,묵은지돼지갈비찜,막국수,콩나물부추무침,깍두기,그린샐러드&키위d,127
2021-06-09,수,623,115,28,0,18,후리가케볶음밥,냉잔치국수,깐풍칠리만두,풋고추된장무침,,배추김치,요구르트,130
2021-06-10,목,623,132,28,0,36,갈릭목살필라프,유부장국,비엔나떡볶음,알감자버터구이,단배추겉절이,배추김치,그린샐러드&발사믹d,97
2021-06-11,금,623,187,28,0,15,백미밥,설렁탕(큰그릇),미니메밀전병,부들어묵마늘쫑볶음,,깍두기,망고주스,71
2021-06-14,월,623,181,28,0,10,계란야채볶음밥,해물짬뽕국,야채듬뿍짜장,후르츠탕수육,사우젼d샐러드,단무지무침,요구르트,161
2021-06-15,화,623,115,28,0,7,쌀밥/흑미밥,콩나물냉국,고구마닭갈비,우민찌연근조림,청경채양배추무침,배추김치,청포도주스,127
2021-06-16,수,623,132,28,0,17,쌀밥/귀리밥,경상도소고기국,제육불고기,견과류멸치볶음,오이양파무침,깍두기,그린샐러드/오리엔탈d,143
2021-06-17,목,623,132,28,0,37,쌀밥/차조밥,참치김치찌개,매콤떡갈비찜,열무비빔국수,상추쌈*쌈장,깍두기,냉녹차,107
2021-06-18,금,623,160,26,0,21,김가루주먹밥,우동국물,국물떡볶이,순대&김말이튀김,치커리유자생채,배추김치,단호박건포도범벅,93
2021-06-21,월,623,147,28,0,13,쌀밥/베이컨김치볶음밥,들깨미역국,생선까스&콘소스,불맛어묵볶음,황도샐러드&요거트d,깍두기,매실주스,140
2021-06-22,화,615,129,27,0,16,쌀밥/귀리밥,얼큰순두부찌개,백순대야채볶음,맛살계란찜,마늘쫑장아찌,배추김치,그린샐러드&발사믹d,151
2021-06-23,수,615,123,27,0,15,오므라이스/미트볼데미S,유부장국,푸실리펜네샐러드,수제피클,,배추김치,마늘빵,112
2021-06-24,목,614,124,27,0,22,쌀밥/흑미밥,김치수제비국,파채불고기,한식잡채,치커리무생채,깍두기,석류주스,109
2021-06-25,금,614,164,27,0,16,백미밥,순대국밥/다대기,감자야채전,온두부&양념장,무양파지,배추김치,식혜,60
2021-06-28,월,613,129,27,0,16,쌀밥/잡곡밥,짬뽕순두부국(가),바몬드카레,순살돈까스/데미S,양상추샐러드/(발사믹드레싱),배추김치,아이스홍초,187
2021-06-29,화,613,118,28,0,9,쌀밥/흑미밥,육개장,데리야끼제육볶음,야채쫄면,상추파채겉절이,깍두기,약과,118
2021-06-30,수,613,119,28,0,16,미니밥,동치미열무국수,닭강정,풋고추된장무침,,수제무피클,비빔나물/비빔장,116
2021-07-01,목,613,124,28,0,26,쌀밥/취나물밥/양념장,된장찌개,짚신매운갈비찜,콘치즈버터구이,치커리무생채,배추김치,그린샐러드,84
2021-07-02,금,612,182,28,0,36,떠먹는유부초밥,우동국물,반반떡볶이(로제/고추장),만두&어묵튀김,꽃맛살와사마요샐러드,단무지무침,요구르트,71
2021-07-05,월,612,129,26,0,19,완두콩밥/백미밥,얼큰어무국,돈육짜장소스,탕수육/깐풍S,아일랜드d샐러드,깍두기,밤만쥬빵,154
2021-07-06,화,612,96,26,0,19,쌀밥/흑미밥,도토리무채국,매콤닭갈비,감자마카로니범벅,삼색냉채,배추김치,석류주스,119
2021-07-07,수,612,136,26,0,25,참치야채비빔밥&초장,청량된장찌개,비엔나떡볶음,야채계란찜,김가루대파무침,배추김치,바나나,147
2021-07-08,목,612,107,26,0,51,쌀밥/기장밥,황태미역국,돈육두루치기,교동양념어묵,스틱채소&양배추쌈(오이.당근),배추김치,그린샐러드,105
2021-07-09,금,645,160,26,0,29,백미밥,닭장각삼계탕,오징어초무침,무앙파지,,깍두기,수제식혜,83
2021-07-12,월,645,141,27,0,21,쌀밥/흑미밥,만두육개장(큰그릇),떡갈비&구운야채,견과류멸치볶음,치커리무생채,깍두기,매실주스,175
2021-07-13,화,644,120,27,0,20,콩나물밥*양념장,아욱두부된장국,고추장불고기,고구마&떡강정,부추겉절이,배추김치,그린샐러드,154
2021-07-14,수,644,110,27,0,23,햄김치볶음밥/계란지단,유부장국,타코야끼,어묵잡채,,열무김치,망고주스,148
2021-07-15,목,644,126,27,0,39,쌀밥/기장밥,돼지고기김치찌개,매콤간장찜닭,단호박범벅,오이양파무침,깍두기,꽃맛살샐러드,132
2021-07-16,금,644,187,27,0,18,렌틸콩밥/백미밥,해물짬뽕국,하이라이스,교자만두&비빔야채,사각어묵볶음,배추김치,수제마늘빵,113
2021-07-19,월,643,115,26,0,16,햄김치볶음밥/계란지단,유부된장국,눈꽃치즈찜닭,볼어묵깐풍기,,깍두기,매실주스,197
2021-07-20,화,643,112,26,0,18,쌀밥/흑미밥,콩나물냉국,동인동찜갈비,알감자조림,부추양파무침,배추김치,그린샐러드,144
2021-07-21,수,643,116,26,0,25,찰밥,영양닭죽(큰그릇),김치왕만두*초간장,도토리묵무침,오이고추된장무침,깍두기,살얼음수제식혜,160
2021-07-22,목,642,147,26,0,39,백미밥,열무냉면(큰그릇),파채&치킨까스/양념소스,옥수수계란찜,,무절임,석류주스,137
2021-07-23,금,643,195,26,0,27,김밥볶음밥(주먹밥),가쓰오장국,로제떡볶이,순대/장,,단무지무침,바이오거트,98
2021-07-26,월,644,152,26,0,22,*잡채덮밥*,오이미역냉국,짜장소스,깐풍탕수육,,단무지무침,매실주스,193
2021-07-27,화,644,118,26,0,23,쌀밥/기장밥,육개장,생선까스*콘소스,야채쫄면,치커리유자생채,깍두기,요구르트,182
2021-07-28,수,644,135,26,0,24,작은밥,*골뱅이물회*,부추오징어전,콘버터구이,,배추김치,아이스홍초,131
2021-07-29,목,643,170,26,0,36,쌀밥/흑미밥,청량된장찌개,제육불고기,고깃집콩나물무침,상추&깻잎쌈*쌈장,배추김치,밤만쥬,134
2021-07-30,금,643,212,26,0,19,*밥버거*(참치마요.볶음김치),얼큰어묵탕,돈까스샐러드,어니언감자치즈소스,,수제피클,수박,91
2021-08-02,월,643,168,26,0,15,쌀밥/기장밥,닭개장,떡갈비&구운야채,연근엿장조림,삼색겨자냉채,깍두기,망고주스,159
2021-08-03,화,643,138,26,0,18,쌀밥/흑미밥,소고기미역국,매운돈갈비찜,꽃맛살샐러드,오이송송이,배추김치,아이스홍초,149
2021-08-04,수,644,139,26,0,69,김가루작은밥,냉모밀,새우튀김/허니머스타드,몽글계란찜,,비트무피클,냉미숫가루,153
2021-08-05,목,644,149,26,0,45,감자탕볶음밥,팽이된장국,브로콜리비엔나볶음,푸실리펜네샐러드,견과류멸치볶음,깍두기,수박,115
2021-08-06,금,644,220,26,0,43,백미밥,순대국밥*다대기,오징어초무침,왕만두*초간장,무양파간장지,깍두기,그린샐러드,82
2021-08-09,월,644,152,27,0,48,쌀밥/차조밥,청량콩나물냉국,구름치즈찜닭,타코야끼,방울토마토샐러드,배추김치,매실주스,169
2021-08-10,화,644,151,27,0,38,쌀밥/기장밥,닭곰탕,고추장불고기,알감자엿장조림,리코타샐러드&발사믹d,배추김치,식혜,158
2021-08-11,수,644,172,27,0,48,떠먹는유부초밥,미니우동,매콤국물떡볶이,납작만두*양념장,단무지무침,배추김치,어니언치즈감자,112
2021-08-12,목,645,154,27,0,21,참치야채비빔밥,미소된장국,돈육메알장조림,연두부*양념장,김가루무침,배추김치,석류주스,112
2021-08-13,금,645,236,27,0,16,흑미밥/쌀밥,소고기국밥(큰그릇),새우까스*탈탈소스,매콤어묵볶음,피자또띠아,깍두기,그린샐러드,59
2021-08-17,화,645,231,27,0,21,쌀밥/차조밥,황태미역국,제육볶음,감자고로케*케찹,고깃집콩나물무침,배추김치,미숫가루,130
2021-08-18,수,645,191,27,0,33,작은밥,크림스프,순살돈까스/데미S,미트토마토스파게티,수제피클,배추김치,그린샐러드,136
2021-08-19,목,645,194,27,0,19,쌀밥/취나물밥/양념장,돈육김치찌개,오징어야채볶음,깻잎멸치조림,구운김*양념장,깍두기,알새우칩,103
2021-08-20,금,645,266,27,0,22,미니야채볶음밥,,짜장면,후르츠탕수육,단무지무침,배추김치,요구르트,77
2021-08-23,월,643,206,27,0,22,쌀밥/흑미밥,두부된장찌개,동인동찜갈비,콘버터구이,김가루대파무침,배추김치,그린샐러드,178
2021-08-24,화,643,180,27,0,21,쌀밥/차조밥,매콤콩나물국,안동찜닭,온두부*양념장,꽃맛살샐러드,깍두기,매실주스,145
2021-08-25,수,643,170,27,0,34,쌀밥/기장밥,육개장,불맛제육볶음,삼색계란찜,단배추겉절이,배추김치,그린샐러드,105
2021-08-26,목,643,209,27,0,23,베이컨김치볶음밥,유부장국,비엔나떡볶음,연근땅콩조림,만다린샐러드&요거트d,배추김치,약과,101
2021-08-27,금,643,282,27,0,22,백미밥,등뼈해장국,모듬장조림,부추양파겉절이,,깍두기,석류주스,71
2021-08-30,월,643,205,27,0,15,쌀밥/기장밥,청량된장찌개,고추장불고기,비빔막국수,상추쌈*쌈장,배추김치,호박죽,160
2021-08-31,화,643,209,27,0,18,쌀밥/흑미밥,부대찌개,생선까스*콘소스,매콤어묵볶음,얼갈이무생채,깍두기,그린샐러드,141
2021-09-01,수,643,153,29,0,35,쌀밥/차조밥,북어계란국,춘천닭갈비,알감자엿장조림,구운버섯샐러드,배추김치,숭늉,145
2021-09-02,목,642,135,29,0,15,쌀밥/완두콩밥,미소장국,렌틸콩카레소스,교자만두&비빔야채,견과류멸치볶음,배추김치,석류주스,96
2021-09-03,금,642,189,29,0,12,백미밥,설렁탕*소면,오징어김치전,한식잡채,,깍두기,미숫가루,72
2021-09-06,월,642,170,29,0,9,쌀밥/흑미밥,들깨미역국,버섯간장불고기,양념어묵,매콤콩나물무침,배추김치,숭늉,174
2021-09-07,화,642,161,29,0,18,쌀밥/차조밥,닭개장,돈육메추리알조림,맛살계란찜,단배추겉절이,깍두기,그린샐러드&유자D,111
2021-09-08,수,642,158,29,0,50,쌀밥,해물짬뽕국,마파두부소스,새우튀김*머스타드,실곤약야채무침,배추김치,홍초,131
2021-09-09,목,641,180,29,0,33,쌀밥/잡곡밥,사골된장찌개,돈육김치찜,도토리묵무침,양배추찜*양념장,포기김치,그린샐러드*키위D,93
2021-09-10,금,641,204,29,0,42,후리가케주먹밥,가쓰오우동,로제떡볶이,모듬튀김*케찹,그린샐러드*오리엔탈,단무지,,70
2021-09-13,월,658,147,29,0,16,차조밥/쌀밥,얼큰어묵국,뼈없는안동찜닭,어슷우엉조림,오이양파무침,배추김치,호박죽,134
2021-09-14,화,658,133,29,0,15,취나물밥&양념장,청양된장찌개,제육볶음,맛살콩나물냉채,구이김,포기김치,두유,128
2021-09-15,수,658,118,29,0,31,베이컨김치볶음밥,들깨미역국,계란후라이,돈까스샐러드,김가루무침,단무지,핫도그&케찹,122
2021-09-16,목,657,148,29,0,19,흑미밥/쌀밥,감자수제비국,제육김치볶음,온두부&양념장,배추무생채,고추마늘장아찌,콘슬로우,99
2021-09-17,금,657,249,29,0,43,잡곡밥/쌀밥,닭개장,오징어김치전,감자조림,브로콜리&초장,깍두기,블루베리머핀,53
2021-09-23,목,659,255,29,0,17,흑미밥/쌀밥,돈육김치찌개,오징어까스&타르타르s,쫄면야채무침,땅콩우엉조림,열무김치,숭늉,81
2021-09-24,금,659,257,29,0,31,잡곡밥/쌀밥,소고기국밥&미니소면,감자야채전,견과류멸치볶음,김가루대파무침,깍두기,약과,61
2021-09-27,월,658,140,29,0,0,차조밥/쌀밥,북어채계란국,고추장불고기,야채고로케*케찹,오이부추겉절이,배추김치,오미자차,177
2021-09-28,화,658,144,29,0,18,강낭콩밥/쌀밥,참치김치찌개,비엔나브로콜리볶음,사각어묵조림,치커리유자생채,양념깻잎지,바나나,170
2021-09-29,수,658,159,29,0,13,완두콩밥/쌀밥,떡만두국,짜장소스,칠리표고탕수육,단무지무침,배추김치,비피더스,150
2021-10-01,금,658,197,27,0,24,잡곡밥/쌀밥,순대국밥,오징어초무침,야채부추전,오이고추된장무침,깍두기,요구르트,62
2021-10-05,화,657,151,27,0,13,차조밥/쌀밥,김치공나물국,크리미어니언치킨까스,가지마파소스볶음,마카로니샐러드,배추김치,오미자차,119
2021-10-06,수,657,141,27,0,7,완두콩밥/쌀밥,뜨끈어묵국,순살야채찜닭,국물떡볶이,모듬튀김,배추김치,그린샐러드&키위D,129
2021-10-07,목,657,163,27,0,11,흑미밥/쌀밥,돈등뼈감자탕,한식잡채,단호박견과찜,부추양파겉절이,깍두기,두유,83
2021-10-08,금,657,219,27,0,29,잡곡밥/쌀밥,맑은소고기무국,비빔메밀국수,군만두,연근땅콩조림,배추김치,약과&수정과,64
2021-10-12,화,657,142,28,0,13,차조밥/쌀밥,얼큰 오징어무국,비엔나소시지떡볶음,우엉튀김조림,샐러드스파게티,배추김치,밤만쥬,145
2021-10-13,수,657,143,28,0,10,보리열무비빔밥,청양초된장찌개,청양초된장찌개,볶음고추장,맛김가루,포기김치,요플레,123
2021-10-14,목,657,165,28,0,14,완두콩밥/쌀밥,미니우동,피자치즈돈까스,브로콜리맛살볶음,단무지부추무침,포기김치,만다린샐러드,110
2021-10-15,금,657,200,28,0,22,미니쌀밥,바지락칼국수,단호박&고구마튀김,김치&고기찐만두,무양파장아찌,포기김치,미숫가루,54
2021-10-18,월,690,132,28,0,14,차조밥/쌀밥,새알심미역국,콩나물불고기,스크램블에그,양배추쌈*양념장,배추김치,오미자차,153
2021-10-19,화,690,142,28,0,5,강낭콩밥/쌀밥,꽃게된장국,뼈없는안동찜닭,매운어묵,오이부추무침,포기김치,숭늉,103
2021-10-20,수,690,133,28,0,9,흑미밥/쌀밥,돈육고추장찌개,동그랑땡전,두부무조림,푸실리샐러드,포기김치,석류차,129
2021-10-21,목,690,136,28,0,15,완두콩밥/쌀밥,소고기무국,해물볶음우동,탕수만두,모듬콩조림,포기김치,그린샐러드,79
